loan_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,title,dti,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies
24000,60 months,14.85,569.08,C,C5,Bookkeeping Supervisor,5 years,RENT,65000,Source Verified,Dec-2015,Current,debt_consolidation,Debt consolidation,22.29,Jul-1995,11,0,36185,79.9,29,w,Individual,2,0
8000,36 months,10.78,261.08,B,B4,Senior Financial Analyst,5 years,MORTGAGE,53000,Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,20.13,Dec-2000,9,1,6515,50.9,18,w,Individual,1,1
24000,60 months,18.99,622.45,E,E1,sales manager,4 years,RENT,230000,Source Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,14.44,Aug-2003,13,2,14966,39.7,65,w,Individual,5,1
35000,60 months,14.85,829.9,C,C5,machinest,10+ years,OWN,90000,Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,19.13,Nov-1990,12,0,17669,66.4,24,w,Individual,2,0
12000,36 months,11.48,395.6,B,B5,Financial operations specialist,7 years,MORTGAGE,85000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,22.87,Mar-2003,35,0,8288,31.5,63,w,Individual,4,0
13050,60 months,26.06,391.19,F,F5,Teacher,10+ years,MORTGAGE,43500,Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,22.79,Jun-1993,8,0,12799,88.3,21,w,Individual,3,0
14000,60 months,11.99,311.36,C,C1,MSG,10+ years,MORTGAGE,160000,Not Verified,Dec-2015,Current,debt_consolidation,Debt consolidation,12.98,Oct-1997,17,0,13522,22.7,36,w,Individual,2,0
8400,36 months,5.32,252.97,A,A1,Social worker,10+ years,MORTGAGE,95000,Not Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,21.79,Feb-1994,10,0,8766,29.5,20,w,Individual,3,0
9600,36 months,9.17,306.04,B,B2,Operator,8 years,MORTGAGE,90000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,15.15,Jan-2005,13,1,7421,31.3,23,f,Individual,0,0
10000,36 months,9.17,318.79,B,B2,President  (mechanic),4 years,RENT,35000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,10.55,May-1996,7,0,7697,37,12,w,Individual,0,0
1800,36 months,9.17,57.39,B,B2,Financial Rep,1 year,MORTGAGE,72000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,13.42,Oct-2007,22,0,4726,9.9,29,f,Individual,1,0
15000,36 months,12.88,504.55,C,C2,Mortgage underwriter,5 years,MORTGAGE,94000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,13.21,Dec-1997,19,2,11431,52,28,w,Individual,3,1
6000,36 months,9.17,191.28,B,B2,Pre Loader,1 year,RENT,20000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,16.99,Aug-2002,2,0,4997,79.3,15,w,Individual,0,0
10000,36 months,6.49,306.45,A,A2,Claims Adjuster,< 1 year,MORTGAGE,35000,Source Verified,Dec-2015,Fully Paid,home_improvement,Home improvement,19.44,Aug-1995,3,0,4024,19.7,14,w,Individual,2,0
25000,36 months,5.32,752.87,A,A1,CUSTOMER SERVICE MANAGER,10+ years,RENT,99000,Not Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,18.47,Oct-1997,20,0,45023,43.3,24,w,Individual,0,0
8675,36 months,19.89,321.91,E,E3,,,MORTGAGE,36000,Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,33.93,Aug-1983,15,1,12997,54,27,w,Individual,2,0
14000,36 months,14.85,484.29,C,C5,shop manager,2 years,RENT,44500,Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,20.05,Oct-2011,12,0,12184,82.3,13,w,Individual,0,0
16000,60 months,12.88,363.07,C,C2,Warehouse Team Leader,10+ years,MORTGAGE,64000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,5.76,Nov-1990,5,0,28495,79.2,14,w,Individual,1,0
21700,60 months,22.45,604.9,F,F1,Executive Assistant,10+ years,OWN,60300,Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,24.74,May-1998,10,0,32236,71.1,17,w,Individual,0,0
2800,36 months,17.97,101.19,D,D4,Financial Controller,2 years,RENT,58000,Not Verified,Dec-2015,Fully Paid,small_business,Business,18.6,Mar-1991,6,0,13627,53.9,32,w,Individual,0,0
3600,36 months,6.99,111.15,A,A3,Director of Supply Management,10+ years,MORTGAGE,150000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,28.08,Dec-1988,11,0,28415,58.8,42,w,Individual,3,0
20000,36 months,6.99,617.46,A,A3,General Manager,10+ years,RENT,105000,Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,19.02,Sep-1999,11,0,50541,66.9,28,w,Individual,0,0
30000,60 months,19.48,786.17,E,E2,Principal,10+ years,MORTGAGE,88000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,18.47,Oct-2000,9,0,15564,69.2,29,w,Individual,1,0
20000,36 months,7.49,622.04,A,A4,VP of Clinical Services,4 years,RENT,105000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,9.71,Feb-2002,4,0,17047,65.8,10,w,Individual,1,0
30000,60 months,20.5,803.19,E,E4,"PR Manager, Americas",< 1 year,MORTGAGE,98000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,7.96,Jan-1996,7,0,20312,69.3,25,w,Individual,2,0
10000,36 months,9.8,321.74,B,B3,Attorney,1 year,RENT,75000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,14.16,Apr-2002,15,0,27849,30,25,w,Individual,0,0
30000,60 months,13.99,697.9,C,C4,Senior Service Tech,< 1 year,OWN,70000,Verified,Dec-2015,Fully Paid,home_improvement,Home improvement,20.72,Apr-2003,13,0,6644,12.2,52,w,Individual,6,0
3350,36 months,7.91,104.84,A,A5,,,MORTGAGE,42251,Not Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,23.49,Aug-1999,6,0,4055,78,29,w,Individual,1,0
12000,60 months,18.99,311.23,E,E1,Truck Driver,< 1 year,RENT,50000,Verified,Dec-2015,Charged Off,credit_card,Credit card refinancing,21.87,Apr-2006,10,1,5272,61,22,w,Individual,0,1
6000,36 months,7.49,186.61,A,A4,Store Manager,10+ years,MORTGAGE,67000,Not Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,29.05,Aug-2001,12,0,17685,87.1,21,w,Individual,2,0
19200,60 months,10.78,415.36,B,B4,Business Consultant,< 1 year,RENT,65000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,15.5,Dec-2001,19,0,19014,74.9,26,w,Individual,0,0
12000,60 months,11.48,263.8,B,B5,Principal,5 years,MORTGAGE,110000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,4.9,Jun-1996,11,0,5492,53.8,54,w,Individual,2,0
20000,36 months,6.49,612.89,A,A2,IT Systems Analyst,10+ years,OWN,78000,Not Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,21.6,Mar-2001,10,0,21041,63.6,41,w,Individual,7,0
13200,36 months,14.85,456.62,C,C5,Project Development Coordinator,1 year,OWN,61000,Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,15.42,Apr-2011,15,0,12932,46.5,16,w,Individual,0,0
35000,36 months,7.91,1095.33,A,A5,Principal Consultant,4 years,OWN,145000,Source Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,13.77,Apr-1990,11,0,26666,50.6,19,w,Individual,5,0
14400,36 months,8.49,454.51,B,B1,Program Coordinator,< 1 year,RENT,47000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,27.96,Sep-2003,13,0,16702,55.3,24,w,Individual,0,0
3000,36 months,11.48,98.9,B,B5,CSR,5 years,MORTGAGE,45000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,15.73,Nov-2001,7,0,1888,15.9,24,w,Individual,4,0
23200,36 months,9.17,739.6,B,B2,Senior Project Development Engineer,< 1 year,RENT,110000,Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,18.84,Sep-2002,14,0,29095,80.8,20,f,Individual,0,0
18250,36 months,11.48,601.64,B,B5,,,MORTGAGE,39696,Not Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,24.55,Jan-1972,7,0,37981,54.9,10,w,Individual,2,0
14000,60 months,19.89,370.06,E,E3,production,3 years,MORTGAGE,75000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,16.03,Feb-2004,7,0,7029,78.1,15,w,Individual,0,0
12000,36 months,13.99,410.08,C,C4,teacher/coach,10+ years,MORTGAGE,90000,Source Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,29.15,Jan-2002,12,0,5795,82.8,27,f,Individual,3,0
3000,36 months,13.44,101.72,C,C3,Truck Driver,2 years,RENT,50740,Source Verified,Dec-2015,Fully Paid,other,Other,17.24,Aug-2002,7,1,7847,64.3,13,w,Individual,0,1
4000,36 months,7.49,124.41,A,A4,Plant manager,5 years,RENT,83500,Verified,Dec-2015,Fully Paid,car,Car financing,2.17,May-1995,5,0,94,0.5,15,w,Individual,0,0
5000,36 months,11.99,166.05,C,C1,Owner,2 years,RENT,65000,Verified,Dec-2015,Charged Off,major_purchase,Major purchase,18.52,Nov-1994,10,0,20381,60.7,14,w,Individual,0,0
12425,60 months,18.99,322.25,E,E1,,,RENT,24897.72,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,6.62,Oct-1994,15,0,11239,18.7,31,w,Individual,4,0
31325,36 months,15.77,1097.75,D,D1,Associate Creative Director,1 year,RENT,157000,Source Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,30.13,May-1980,14,0,32416,70.5,30,w,Individual,0,0
28000,36 months,6.49,858.05,A,A2,Occupational Therapist,10+ years,MORTGAGE,82000,Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,12.67,Nov-1999,13,0,32011,61,29,w,Individual,5,0
2500,36 months,14.85,86.48,C,C5,Technical assistant,10+ years,RENT,32000,Source Verified,Dec-2015,Fully Paid,major_purchase,Major purchase,16.73,May-1988,6,0,3021,59.2,8,f,Individual,0,0
24000,60 months,8.49,492.29,B,B1,Director- Digital Services,10+ years,MORTGAGE,150000,Source Verified,Dec-2015,Current,debt_consolidation,Debt consolidation,23.7,Jun-1991,12,0,220506,91.5,32,w,Individual,1,0
5000,36 months,8.49,157.82,B,B1,Program Analyst,< 1 year,MORTGAGE,29000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,6.46,Oct-1995,21,0,3750,56,33,w,Individual,0,0
17200,60 months,17.27,429.97,D,D3,Communications Coordinator,1 year,RENT,37440,Not Verified,Dec-2015,Current,debt_consolidation,Debt consolidation,33.37,Sep-1993,8,0,24512,90.8,18,w,Individual,0,0
15000,60 months,11.48,329.74,B,B5,2nd Pressman,2 years,RENT,57000,Verified,Dec-2015,Current,credit_card,Credit card refinancing,20.67,Oct-2000,10,1,10787,58,20,w,Individual,1,1
14400,60 months,11.99,320.25,C,C1,Reporter,< 1 year,MORTGAGE,85000,Verified,Dec-2015,Current,home_improvement,Home improvement,21.78,Jun-1992,8,3,5842,51,22,w,Individual,4,1
1400,36 months,16.59,49.63,D,D2,Human Resource,10+ years,MORTGAGE,54000,Source Verified,Dec-2015,Fully Paid,home_improvement,Home improvement,20.24,Jul-1988,10,0,4055,46.1,14,w,Individual,1,0
8200,36 months,16.59,290.69,D,D2,owner / waiter,3 years,MORTGAGE,79000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,0.76,Aug-2007,7,0,685,8.8,8,w,Individual,0,0
5400,36 months,5.32,162.62,A,A1,Mental Health Clinician,2 years,RENT,41000,Not Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,26.23,Nov-1986,10,0,1845,3.9,29,w,Individual,0,0
25000,36 months,11.48,824.17,B,B5,Regional Sales Coordinator,10+ years,RENT,185000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,14.03,Sep-2002,10,0,26265,46.8,24,w,Individual,0,0
20000,36 months,12.88,672.73,C,C2,Head Custodian,10+ years,OWN,50000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,4.94,Jan-2004,5,1,6277,59.2,15,f,Individual,0,0
24000,60 months,9.8,507.58,B,B3,Principal,< 1 year,RENT,75000,Not Verified,Dec-2015,Current,debt_consolidation,Debt consolidation,22.94,Aug-2006,11,0,12038,33.9,30,w,Individual,0,0
25500,36 months,11.99,846.85,C,C1,Software Tech,7 years,RENT,72000,Not Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,16.37,Apr-2000,11,0,28980,38.1,21,w,Individual,0,0
13475,36 months,7.91,421.7,A,A5,"mechanic "" A """,10+ years,OWN,120000,Verified,Dec-2015,Fully Paid,other,Other,19.79,Nov-1989,10,0,29143,54,17,w,Individual,3,0
7200,36 months,8.49,227.26,B,B1,Sr. Systems Associate,4 years,RENT,42000,Source Verified,Dec-2015,Fully Paid,major_purchase,Major purchase,13.54,Mar-2005,5,0,1567,18.2,16,w,Individual,5,0
30000,36 months,14.85,1037.76,C,C5,Director of Marketing and Sales,6 years,MORTGAGE,124000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,15.61,Aug-1985,13,0,23053,74.1,42,w,Individual,6,0
15000,36 months,8.49,473.45,B,B1,Program Manager,< 1 year,RENT,50500,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,24.76,Jun-2004,20,0,10131,20.5,62,w,Individual,0,0
21600,60 months,19.48,566.04,E,E2,Engineer,5 years,MORTGAGE,121000,Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,19.93,Jan-1990,22,0,32672,70,51,w,Individual,9,0
15000,60 months,11.99,333.6,C,C1,Loan Officer,3 years,MORTGAGE,100000,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,7.58,Aug-1981,13,1,3434,23.8,50,w,Individual,3,1
11000,60 months,18.99,285.29,E,E1,shipping clerk,10+ years,RENT,55000,Verified,Dec-2015,Fully Paid,moving,Moving and relocation,0.94,Aug-2005,14,0,1806,4.5,18,w,Individual,0,0
6400,36 months,13.44,217.01,C,C3,Administrative Secretary,10+ years,RENT,54000,Source Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,27.44,Jun-2001,8,0,1101,21.2,21,w,Individual,0,0
10000,36 months,8.49,315.63,B,B1,Teacher,4 years,RENT,63000,Not Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,24.67,Jan-1988,11,0,26069,86.3,25,w,Individual,0,0
25200,60 months,10.78,545.15,B,B4,Project Manager,10+ years,MORTGAGE,90000,Not Verified,Dec-2015,Current,debt_consolidation,Debt consolidation,15.45,Mar-2001,27,0,20825,52.5,46,w,Individual,2,0
5725,36 months,6.99,176.75,A,A3,TEACHER,3 years,RENT,25000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,12.67,Oct-1978,8,0,5083,31,13,w,Individual,0,0
15000,60 months,16.59,369.49,D,D2,PFS Director,2 years,MORTGAGE,58000,Verified,Dec-2015,Current,debt_consolidation,Debt consolidation,35.63,Mar-2005,13,0,11833,70,29,w,Individual,1,0
15600,36 months,8.49,492.39,B,B1,Charge Nurse,5 years,OWN,38000,Not Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,17.59,Oct-1983,13,0,13399,29.7,17,w,Individual,0,0
11400,60 months,14.85,270.31,C,C5,Auditor,1 year,MORTGAGE,56888,Source Verified,Dec-2015,Current,home_improvement,,9.11,Nov-2004,25,1,9170,62,28,w,Individual,0,1
20000,60 months,17.27,499.96,D,D3,Human Resources Director,9 years,RENT,124000,Not Verified,Dec-2015,Charged Off,credit_card,Credit card refinancing,31.23,Sep-1995,30,0,71234,65.6,46,w,Individual,0,0
4550,36 months,10.78,148.49,B,B4,Project Manager,5 years,MORTGAGE,78000,Not Verified,Dec-2015,Fully Paid,small_business,Business,26.08,Nov-1997,16,1,11665,56.1,34,w,Individual,1,0
11000,36 months,11.48,362.64,B,B5,SENIOR DESIGN ENGINEER,4 years,MORTGAGE,75000,Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,10.78,Sep-1992,6,1,13383,92.3,13,w,Individual,5,0
26825,60 months,18.99,695.71,E,E1,Business Analyst,10+ years,MORTGAGE,66548,Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,31.61,Apr-1996,9,1,18221,84,19,f,Individual,1,0
8375,36 months,13.99,286.2,C,C4,Paraprofessional,10+ years,OWN,32000,Source Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,7.5,Jul-2001,11,1,2377,29.3,14,w,Individual,1,0
25000,36 months,8.49,789.08,B,B1,Controller,3 years,MORTGAGE,135000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,22.37,Oct-1998,8,1,115040,37.3,22,w,Individual,1,0
15000,60 months,19.89,396.5,E,E3,Store manager,9 years,RENT,50000,Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,21.87,Jun-2009,23,0,6431,26.8,31,w,Individual,0,0
19200,36 months,5.32,578.21,A,A1,Interior design project manager,8 years,RENT,60000,Not Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,17.84,Apr-1998,11,0,25643,75.9,19,w,Individual,0,0
16000,36 months,14.85,553.48,C,C5,owner,5 years,MORTGAGE,70000,Source Verified,Dec-2015,Fully Paid,small_business,Business,26.16,Nov-2004,11,0,87,0.9,24,w,Individual,5,0
18000,60 months,20.5,481.92,E,E4,E-6,8 years,MORTGAGE,60000,Verified,Dec-2015,Current,moving,Moving and relocation,34.38,May-2008,7,0,4025,71.9,17,w,Individual,1,0
24000,36 months,7.49,746.44,A,A4,,,MORTGAGE,48000,Not Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,16.58,Oct-1990,7,0,33552,47.5,17,w,Individual,4,0
12000,36 months,5.32,361.38,A,A1,Secetary,2 years,OWN,50000,Source Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,7.54,Oct-1993,12,0,11592,17.6,25,w,Individual,0,0
14400,36 months,9.17,459.06,B,B2,engineer,10+ years,RENT,82000,Not Verified,Dec-2015,Fully Paid,major_purchase,Major purchase,12.47,Nov-1993,5,3,1898,39,23,w,Individual,2,0
4325,36 months,9.8,139.15,B,B3,Department of Public Safety Officer,2 years,MORTGAGE,40000,Not Verified,Dec-2015,Fully Paid,car,Car financing,14.79,Mar-1997,3,1,1025,60,26,w,Individual,2,1
7500,36 months,16.59,265.87,D,D2,MD,3 years,OWN,50000,Source Verified,Dec-2015,Fully Paid,home_improvement,Home improvement,26.76,Jul-2004,12,0,6731,44.6,31,w,Individual,1,0
25000,60 months,10.78,540.83,B,B4,Sous Chef,6 years,RENT,50000,Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,39.3,Oct-2004,6,0,23621,71.6,6,w,Individual,0,0
14000,36 months,10.78,456.89,B,B4,,,MORTGAGE,120000,Source Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,12.52,Jan-2003,15,0,4325,62.7,20,w,Individual,1,0
13000,60 months,13.99,302.42,C,C4,RN,1 year,RENT,62500,Verified,Dec-2015,Current,credit_card,Credit card refinancing,15.35,Oct-2003,20,0,13108,39.4,30,w,Individual,0,0
3525,36 months,11.48,116.21,B,B5,Sewing,1 year,RENT,20000,Not Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,25.63,Sep-2002,3,0,2081,68,6,w,Individual,0,0
5400,36 months,9.8,173.74,B,B3,Software Engineer Developer,2 years,RENT,80000,Source Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,18.17,Oct-2005,11,0,10446,75.2,19,w,Individual,0,0
24000,60 months,23.13,678.37,F,F2,Program Analyst,6 years,MORTGAGE,104000,Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,24.75,Dec-2002,25,0,31376,87.4,33,w,Individual,1,0
17000,36 months,6.49,520.96,A,A2,Commercial closer,2 years,MORTGAGE,52000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,12.29,Aug-2000,21,0,4131,10.7,41,w,Individual,0,0
10000,36 months,13.44,339.07,C,C3,GM FOH,10+ years,MORTGAGE,90000,Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,16.28,Aug-1991,15,1,9366,20.4,31,w,Individual,4,1
35000,60 months,17.97,888.2,D,D4,IT Analyst,10+ years,MORTGAGE,150000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,25.11,Apr-1982,27,0,39913,85.3,45,w,Joint App,7,0
12000,60 months,8.49,246.15,B,B1,Process Development Supervisor,< 1 year,MORTGAGE,68000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,12.02,Dec-2002,5,0,6343,37.3,14,w,Individual,3,0
21600,60 months,14.85,512.17,C,C5,QA Release Auditor,4 years,MORTGAGE,86000,Source Verified,Dec-2015,Fully Paid,other,Other,13.58,Jan-2005,26,0,6643,25.4,43,w,Individual,1,0
4000,36 months,15.77,140.18,D,D1,Counselor,1 year,RENT,60000,Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,38.02,Aug-2003,24,0,14565,30.3,50,w,Individual,0,0
18000,36 months,5.32,542.07,A,A1,buyer,7 years,OWN,200000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,13.57,Jun-1986,18,0,22476,17.6,32,w,Individual,1,0
20900,36 months,18.49,760.74,D,D5,Senior accounts payable coordinator,2 years,OWN,55000,Not Verified,Dec-2015,Fully Paid,car,Car financing,18.96,Oct-2004,9,0,5299,84.1,30,w,Individual,0,0
20825,60 months,16.59,512.98,D,D2,Network Manager,10+ years,MORTGAGE,81500,Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,24.59,Nov-1995,4,1,2187,34,9,w,Individual,1,1
10175,36 months,9.8,327.37,B,B3,RN,3 years,MORTGAGE,65000,Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,28.03,Oct-2000,15,0,15592,57,40,w,Individual,6,0
12000,60 months,16.59,295.6,D,D2,Store manager,10+ years,MORTGAGE,101000,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,22.96,Jun-2004,14,0,9562,46.9,26,w,Individual,4,0
20000,60 months,15.77,483.93,D,D1,Team leader,6 years,RENT,57000,Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,21.09,Jun-2001,7,0,19727,98.1,20,w,Individual,0,0
4000,36 months,9.8,128.7,B,B3,admin. secretary,10+ years,MORTGAGE,47000,Not Verified,Dec-2015,Fully Paid,home_improvement,Home improvement,19.59,Apr-2007,20,0,9591,14.7,28,w,Individual,1,0
15000,36 months,10.78,489.52,B,B4,IT Manager,10+ years,MORTGAGE,200000,Source Verified,Dec-2015,Charged Off,credit_card,Credit card refinancing,13.57,Jul-2000,22,0,47098,55.9,71,w,Individual,6,0
16000,60 months,18.49,410.58,D,D5,sales,10+ years,RENT,65000,Verified,Dec-2015,Fully Paid,credit_card,,15.73,May-2004,8,1,15644,77.1,9,w,Individual,1,1
